gm_number,opp,win_lose,r,ra,inn,walkoff,forfeit,extra_innings,won_prev_game,team,season,series,series_gm_number,series_wins,series_tot_gms,series_per,series_won
1,ANA,W,3,2,0,0,0,0,0,NYY,2000,1,1,1,10,1,1
2,ANA,W,5,3,0,0,0,0,1,NYY,2000,1,2,2,10,1,1
3,ANA,L,6,12,0,0,0,0,1,NYY,2000,1,3,2,10,0.6666666666666666,1
4,SEA,L,5,7,0,0,0,0,0,NYY,2000,15,1,0,10,0,0
5,SEA,W,3,2,0,0,0,0,0,NYY,2000,15,2,1,10,0.5,0
6,SEA,L,3,9,0,0,0,0,1,NYY,2000,15,3,1,10,0.3333333333333333,0
7,TEX,W,8,6,0,0,0,0,0,NYY,2000,17,1,1,12,1,1
8,TEX,W,5,1,0,0,0,0,1,NYY,2000,17,2,2,12,1,1
9,KCR,W,7,5,0,0,0,0,1,NYY,2000,9,1,1,10,1,1
10,KCR,W,7,1,0,0,0,0,1,NYY,2000,9,2,2,10,1,1
11,KCR,W,8,4,0,0,0,0,1,NYY,2000,9,3,3,10,1,1
12,TEX,W,5,4,11,0,0,1,1,NYY,2000,17,3,3,12,1,1
13,TEX,W,6,3,0,0,0,0,1,NYY,2000,17,4,4,12,1,1
14,TEX,W,5,4,10,0,0,1,1,NYY,2000,17,5,5,12,1,1
15,TOR,L,3,8,0,0,0,0,1,NYY,2000,18,1,0,12,0,1
16,TOR,L,2,8,0,0,0,0,0,NYY,2000,18,2,0,12,0,1
17,TOR,W,10,7,0,0,0,0,0,NYY,2000,18,3,1,12,0.3333333333333333,1
18,MIN,L,3,7,0,0,0,0,1,NYY,2000,10,1,0,10,0,1
19,MIN,L,1,6,0,0,0,0,0,NYY,2000,10,2,0,10,0,1
20,MIN,W,2,0,0,0,0,0,0,NYY,2000,10,3,1,10,0.3333333333333333,1
21,TOR,W,6,0,0,0,0,0,1,NYY,2000,18,4,2,12,0.5,1
22,TOR,L,2,6,0,0,0,0,1,NYY,2000,18,5,2,12,0.4,1
23,TOR,W,7,1,0,0,0,0,0,NYY,2000,18,6,3,12,0.5,1
24,CLE,W,2,1,0,0,0,0,1,NYY,2000,6,1,1,10,1,1
25,CLE,W,4,2,0,0,0,0,1,NYY,2000,6,2,2,10,1,1
26,CLE,W,6,5,0,0,0,0,1,NYY,2000,6,3,3,10,1,1
27,BAL,W,12,10,0,1,0,0,1,NYY,2000,3,1,1,12,1,1
28,BAL,W,3,1,0,0,0,0,1,NYY,2000,3,2,2,12,1,1
29,BAL,L,6,7,0,0,0,0,1,NYY,2000,3,3,2,12,0.6666666666666666,1
30,TBD,W,6,3,0,0,0,0,0,NYY,2000,16,1,1,12,1,1
31,TBD,W,4,3,10,1,0,1,1,NYY,2000,16,2,2,12,1,1
32,TBD,L,0,1,0,0,0,0,1,NYY,2000,16,3,2,12,0.6666666666666666,1
33,DET,L,7,9,0,0,0,0,0,NYY,2000,7,1,0,12,0,0
34,DET,L,3,6,0,0,0,0,0,NYY,2000,7,2,0,12,0,0
35,DET,L,1,2,0,0,0,0,0,NYY,2000,7,3,0,12,0,0
36,CHW,L,0,4,0,0,0,0,0,NYY,2000,5,1,0,12,0,1
37,CHW,W,9,4,0,0,0,0,0,NYY,2000,5,2,1,12,0.5,1
38,CLE,W,11,7,0,0,0,0,1,NYY,2000,6,4,4,10,1,1
39,CLE,L,2,3,0,1,0,0,1,NYY,2000,6,5,4,10,0.8,1
40,CLE,L,1,6,0,0,0,0,0,NYY,2000,6,6,4,10,0.6666666666666666,1
41,CHW,L,2,8,0,0,0,0,0,NYY,2000,5,3,1,12,0.3333333333333333,1
42,CHW,W,12,4,0,0,0,0,0,NYY,2000,5,4,2,12,0.5,1
43,CHW,W,7,0,0,0,0,0,1,NYY,2000,5,5,3,12,0.6,1
44,BOS,L,1,4,0,0,0,0,1,NYY,2000,4,1,0,13,0,1
45,BOS,W,8,3,0,0,0,0,0,NYY,2000,4,2,1,13,0.5,1
46,BOS,L,0,2,0,0,0,0,1,NYY,2000,4,3,1,13,0.3333333333333333,1
47,OAK,W,4,1,0,0,0,0,0,NYY,2000,13,1,1,9,1,1
48,OAK,L,4,7,0,0,0,0,1,NYY,2000,13,2,1,9,0.5,1
49,OAK,L,7,8,0,0,0,0,0,NYY,2000,13,3,1,9,0.3333333333333333,1
50,ATL,W,5,2,0,0,0,0,0,NYY,2000,2,1,1,3,1,1
51,ATL,L,7,11,0,0,0,0,1,NYY,2000,2,2,1,3,0.5,1
52,ATL,W,7,6,0,0,0,0,0,NYY,2000,2,3,2,3,0.6666666666666666,1
53,MON,L,4,6,0,0,0,0,1,NYY,2000,11,1,0,3,0,1
54,MON,W,8,1,0,0,0,0,0,NYY,2000,11,2,1,3,0.5,1
55,MON,W,7,2,0,0,0,0,1,NYY,2000,11,3,2,3,0.6666666666666666,1
56,NYM,L,2,12,0,0,0,0,1,NYY,2000,12,1,0,6,0,1
57,NYM,W,13,5,0,0,0,0,0,NYY,2000,12,2,1,6,0.5,1
58,BOS,L,3,5,0,0,0,0,1,NYY,2000,4,4,1,13,0.25,1
59,BOS,W,2,1,0,0,0,0,0,NYY,2000,4,5,2,13,0.4,1
60,CHW,L,3,12,0,0,0,0,1,NYY,2000,5,6,3,12,0.5,1
61,CHW,L,1,3,0,0,0,0,0,NYY,2000,5,7,3,12,0.42857142857142855,1
62,CHW,L,9,10,0,0,0,0,0,NYY,2000,5,8,3,12,0.375,1
63,CHW,L,4,17,0,0,0,0,0,NYY,2000,5,9,3,12,0.3333333333333333,1
64,BOS,W,22,1,0,0,0,0,0,NYY,2000,4,6,3,13,0.5,1
65,BOS,W,3,0,0,0,0,0,1,NYY,2000,4,7,4,13,0.5714285714285714,1
66,BOS,L,7,9,0,0,0,0,1,NYY,2000,4,8,4,13,0.5,1
67,BOS,L,2,4,0,0,0,0,0,NYY,2000,4,9,4,13,0.4444444444444444,1
68,CHW,L,3,4,0,1,0,0,0,NYY,2000,5,10,3,12,0.3,1
69,CHW,W,12,8,0,0,0,0,0,NYY,2000,5,11,4,12,0.36363636363636365,1
70,CHW,L,7,8,0,0,0,0,1,NYY,2000,5,12,4,12,0.3333333333333333,1
71,DET,L,6,7,11,1,0,1,0,NYY,2000,7,4,0,12,0,0
72,DET,L,6,13,0,0,0,0,0,NYY,2000,7,5,0,12,0,0
73,DET,W,8,0,0,0,0,0,0,NYY,2000,7,6,1,12,0.16666666666666666,0
74,TBD,L,4,6,0,0,0,0,1,NYY,2000,16,4,2,12,0.5,1
75,TBD,W,6,1,0,0,0,0,0,NYY,2000,16,5,3,12,0.6,1
76,TBD,W,5,2,0,0,0,0,1,NYY,2000,16,6,4,12,0.6666666666666666,1
77,BAL,L,6,7,0,0,0,0,1,NYY,2000,3,4,2,12,0.5,1
78,BAL,W,12,6,0,0,0,0,0,NYY,2000,3,5,3,12,0.6,1
79,BAL,W,13,9,0,0,0,0,1,NYY,2000,3,6,4,12,0.6666666666666666,1
80,NYM,W,2,1,0,0,0,0,1,NYY,2000,12,3,2,6,0.6666666666666666,1
81,NYM,W,4,2,0,0,0,0,1,NYY,2000,12,4,3,6,0.75,1
82,NYM,W,4,2,0,0,0,0,1,NYY,2000,12,5,4,6,0.8,1
83,NYM,L,0,2,0,0,0,0,1,NYY,2000,12,6,4,6,0.6666666666666666,1
84,FLA,L,9,11,0,0,0,0,0,NYY,2000,8,1,0,2,0,0
85,FLA,W,6,2,0,0,0,0,0,NYY,2000,8,2,1,2,0.5,0
86,PHI,W,9,8,10,1,0,1,1,NYY,2000,14,1,1,3,1,1
87,PHI,L,8,10,0,0,0,0,1,NYY,2000,14,2,1,3,0.5,1
88,PHI,W,3,1,0,0,0,0,0,NYY,2000,14,3,2,3,0.6666666666666666,1
89,DET,W,9,1,0,0,0,0,1,NYY,2000,7,7,2,12,0.2857142857142857,0
90,DET,L,3,5,0,0,0,0,1,NYY,2000,7,8,2,12,0.25,0
91,TBD,W,11,1,0,0,0,0,0,NYY,2000,16,7,5,12,0.7142857142857143,1
92,TBD,L,4,12,0,0,0,0,1,NYY,2000,16,8,5,12,0.625,1
93,TBD,W,5,1,0,0,0,0,0,NYY,2000,16,9,6,12,0.6666666666666666,1
94,BAL,W,4,3,0,0,0,0,1,NYY,2000,3,7,5,12,0.7142857142857143,1
95,BAL,W,19,1,0,0,0,0,1,NYY,2000,3,8,6,12,0.75,1
96,BAL,W,4,1,0,0,0,0,1,NYY,2000,3,9,7,12,0.7777777777777778,1
97,MIN,L,3,9,0,0,0,0,1,NYY,2000,10,4,1,10,0.25,1
98,MIN,W,9,5,0,0,0,0,0,NYY,2000,10,5,2,10,0.4,1
99,MIN,L,2,6,0,0,0,0,1,NYY,2000,10,6,2,10,0.3333333333333333,1
100,MIN,W,7,4,0,0,0,0,0,NYY,2000,10,7,3,10,0.42857142857142855,1
101,KCR,W,5,4,0,0,0,0,1,NYY,2000,9,4,4,10,1,1
102,KCR,L,1,4,0,0,0,0,1,NYY,2000,9,5,4,10,0.8,1
103,KCR,W,3,2,0,1,0,0,0,NYY,2000,9,6,5,10,0.8333333333333334,1
104,SEA,W,13,6,0,0,0,0,1,NYY,2000,15,4,2,10,0.5,0
105,SEA,L &H,5,6,0,0,0,0,1,NYY,2000,15,5,2,10,0.4,0
106,SEA,L,1,11,0,0,0,0,0,NYY,2000,15,6,2,10,0.3333333333333333,0
107,SEA,L,5,8,0,0,0,0,0,NYY,2000,15,7,2,10,0.2857142857142857,0
108,OAK,W,4,3,0,1,0,0,0,NYY,2000,13,4,2,9,0.5,1
109,OAK,W,12,1,0,0,0,0,1,NYY,2000,13,5,3,9,0.6,1
110,OAK,W,12,6,0,0,0,0,1,NYY,2000,13,6,4,9,0.6666666666666666,1
111,ANA,L,3,8,0,0,0,0,1,NYY,2000,1,4,2,10,0.5,1
112,ANA,L,6,9,0,0,0,0,0,NYY,2000,1,5,2,10,0.4,1
113,ANA,W,4,1,0,0,0,0,0,NYY,2000,1,6,3,10,0.5,1
114,TEX,W,7,3,0,0,0,0,1,NYY,2000,17,6,6,12,1,1
115,TEX,W,10,2,0,0,0,0,1,NYY,2000,17,7,7,12,1,1
116,TEX,L,0,5,0,0,0,0,1,NYY,2000,17,8,7,12,0.875,1
117,ANA,W,6,1,0,0,0,0,0,NYY,2000,1,7,4,10,0.5714285714285714,1
118,ANA,L,8,9,11,0,0,1,1,NYY,2000,1,8,4,10,0.5,1
119,ANA,W,9,1,0,0,0,0,0,NYY,2000,1,9,5,10,0.5555555555555556,1
120,ANA,L,4,5,0,0,0,0,1,NYY,2000,1,10,5,10,0.5,1
121,TEX,W,12,3,0,0,0,0,0,NYY,2000,17,9,8,12,0.8888888888888888,1
122,TEX,L,4,5,0,0,0,0,1,NYY,2000,17,10,8,12,0.8,1
123,TEX,W,10,9,0,1,0,0,0,NYY,2000,17,11,9,12,0.8181818181818182,1
124,TEX,W,8,7,0,0,0,0,1,NYY,2000,17,12,10,12,0.8333333333333334,1
125,OAK,L,1,8,0,0,0,0,1,NYY,2000,13,7,4,9,0.5714285714285714,1
126,OAK,W,10,6,0,0,0,0,0,NYY,2000,13,8,5,9,0.625,1
127,OAK,W,7,5,0,0,0,0,1,NYY,2000,13,9,6,9,0.6666666666666666,1
128,SEA,W,9,1,0,0,0,0,1,NYY,2000,15,8,3,10,0.375,0
129,SEA,L,3,5,0,0,0,0,1,NYY,2000,15,9,3,10,0.3333333333333333,0
130,SEA,W,5,4,0,0,0,0,0,NYY,2000,15,10,4,10,0.4,0
131,MIN,W,4,2,0,0,0,0,1,NYY,2000,10,8,4,10,0.5,1
132,MIN,W,13,4,8,0,0,0,1,NYY,2000,10,9,5,10,0.5555555555555556,1
133,MIN,L,1,2,10,0,0,1,1,NYY,2000,10,10,5,10,0.5,1
134,KCR,W,4,3,0,0,0,0,0,NYY,2000,9,7,6,10,0.8571428571428571,1
135,KCR,W,10,5,0,0,0,0,1,NYY,2000,9,8,7,10,0.875,1
136,KCR,L,2,3,0,1,0,0,1,NYY,2000,9,9,7,10,0.7777777777777778,1
137,KCR,W,7,3,0,0,0,0,0,NYY,2000,9,10,8,10,0.8,1
138,BOS,W,4,0,0,0,0,0,1,NYY,2000,4,10,5,13,0.5,1
139,BOS,W,5,3,0,0,0,0,1,NYY,2000,4,11,6,13,0.5454545454545454,1
140,BOS,W,6,2,0,0,0,0,1,NYY,2000,4,12,7,13,0.5833333333333334,1
141,BOS,L,0,4,0,0,0,0,1,NYY,2000,4,13,7,13,0.5384615384615384,1
142,TOR,W,10,2,0,0,0,0,0,NYY,2000,18,7,4,12,0.5714285714285714,1
143,TOR,W,3,2,0,0,0,0,1,NYY,2000,18,8,5,12,0.625,1
144,TOR,L,2,3,11,0,0,1,1,NYY,2000,18,9,5,12,0.5555555555555556,1
145,CLE,L,1,11,0,0,0,0,0,NYY,2000,6,7,4,10,0.5714285714285714,1
146,CLE,W,6,3,0,0,0,0,0,NYY,2000,6,8,5,10,0.625,1
147,CLE,L,4,15,0,0,0,0,1,NYY,2000,6,9,5,10,0.5555555555555556,1
148,CLE,L,0,2,0,0,0,0,0,NYY,2000,6,10,5,10,0.5,1
149,TOR,L,3,16,0,0,0,0,0,NYY,2000,18,10,5,12,0.5,1
150,TOR,L,2,7,0,0,0,0,0,NYY,2000,18,11,5,12,0.45454545454545453,1
151,TOR,L,1,3,0,0,0,0,0,NYY,2000,18,12,5,12,0.4166666666666667,1
152,DET,L,6,9,0,0,0,0,0,NYY,2000,7,9,2,12,0.2222222222222222,0
153,DET,W,13,8,0,0,0,0,0,NYY,2000,7,10,3,12,0.3,0
154,DET,W,6,3,0,0,0,0,1,NYY,2000,7,11,4,12,0.36363636363636365,0
155,DET,L,4,15,0,0,0,0,1,NYY,2000,7,12,4,12,0.3333333333333333,0
156,TBD,L,1,2,0,1,0,0,0,NYY,2000,16,10,6,12,0.6,1
157,TBD,L,1,11,0,0,0,0,0,NYY,2000,16,11,6,12,0.5454545454545454,1
158,TBD,L,3,11,0,0,0,0,0,NYY,2000,16,12,6,12,0.5,1
159,BAL,L,2,13,0,0,0,0,0,NYY,2000,3,10,7,12,0.7,1
160,BAL,L,1,9,0,0,0,0,0,NYY,2000,3,11,7,12,0.6363636363636364,1
161,BAL,L,3,7,0,0,0,0,0,NYY,2000,3,12,7,12,0.5833333333333334,1
1,KCR,W,7,3,0,0,0,0,0,NYY,2001,9,1,1,6,1,1
2,KCR,W,8,2,0,0,0,0,1,NYY,2001,9,2,2,6,1,1
3,KCR,W,1,0,0,0,0,0,1,NYY,2001,9,3,3,6,1,1
4,TOR,L,4,13,0,0,0,0,1,NYY,2001,18,1,0,19,0,1
5,TOR,L,2,3,0,0,0,0,0,NYY,2001,18,2,0,19,0,1
6,TOR,W,16,5,0,0,0,0,0,NYY,2001,18,3,1,19,0.3333333333333333,1
7,KCR,W,13,4,0,0,0,0,1,NYY,2001,9,4,4,6,1,1
8,KCR,W,9,5,0,0,0,0,1,NYY,2001,9,5,5,6,1,1
9,KCR,W,8,5,0,0,0,0,1,NYY,2001,9,6,6,6,1,1
10,BOS,L,2,3,10,1,0,1,1,NYY,2001,4,1,0,18,0,1
11,BOS,W,3,2,0,0,0,0,0,NYY,2001,4,2,1,18,0.5,1
12,BOS,L,4,5,0,0,0,0,1,NYY,2001,4,3,1,18,0.3333333333333333,1
13,BOS,L,1,4,0,0,0,0,0,NYY,2001,4,4,1,18,0.25,1
14,TOR,L,5,6,0,0,0,0,0,NYY,2001,18,4,1,19,0.25,1
15,TOR,L,2,7,0,0,0,0,0,NYY,2001,18,5,1,19,0.2,1
16,TOR,W,6,5,17,0,0,1,0,NYY,2001,18,6,2,19,0.3333333333333333,1
17,BOS,W,6,1,0,0,0,0,1,NYY,2001,4,5,2,18,0.4,1
18,BOS,L,3,8,0,0,0,0,1,NYY,2001,4,6,2,18,0.3333333333333333,1
19,BOS,W,4,3,10,1,0,1,0,NYY,2001,4,7,3,18,0.42857142857142855,1
20,SEA,L,5,7,0,0,0,0,1,NYY,2001,15,1,0,9,0,0
21,SEA,L,5,7,0,0,0,0,0,NYY,2001,15,2,0,9,0,0
22,SEA,L,3,7,0,0,0,0,0,NYY,2001,15,3,0,9,0,0
23,OAK,W,3,2,0,0,0,0,0,NYY,2001,13,1,1,9,1,1
24,OAK,W,7,6,0,0,0,0,1,NYY,2001,13,2,2,9,1,1
25,OAK,W,3,1,0,0,0,0,1,NYY,2001,13,3,3,9,1,1
26,MIN,L,1,2,0,0,0,0,1,NYY,2001,10,1,0,6,0,0
27,MIN,W,4,0,0,0,0,0,0,NYY,2001,10,2,1,6,0.5,0
28,MIN,L,2,4,0,0,0,0,1,NYY,2001,10,3,1,6,0.3333333333333333,0
29,BAL,W,7,5,0,0,0,0,0,NYY,2001,3,1,1,19,1,1
30,BAL,W,6,5,0,0,0,0,1,NYY,2001,3,2,2,19,1,1
31,BAL,W,5,2,0,0,0,0,1,NYY,2001,3,3,3,19,1,1
32,BAL,W,2,1,0,0,0,0,1,NYY,2001,3,4,4,19,1,1
33,MIN,L,0,2,0,0,0,0,1,NYY,2001,10,4,1,6,0.25,0
34,MIN,W,2,0,0,0,0,0,0,NYY,2001,10,5,2,6,0.4,0
35,MIN,L,4,5,10,0,0,1,1,NYY,2001,10,6,2,6,0.3333333333333333,0
36,BAL,W,14,5,0,0,0,0,0,NYY,2001,3,5,5,19,1,1
37,BAL,W,8,5,0,0,0,0,1,NYY,2001,3,6,6,19,1,1
38,BAL,L,5,10,11,0,0,1,1,NYY,2001,3,7,6,19,0.8571428571428571,1
39,OAK,L,2,3,12,1,0,1,0,NYY,2001,13,4,3,9,0.75,1
40,OAK,L,3,4,10,1,0,1,0,NYY,2001,13,5,3,9,0.6,1
41,OAK,L,3,8,0,0,0,0,0,NYY,2001,13,6,3,9,0.5,1
42,SEA,W,14,10,0,0,0,0,0,NYY,2001,15,4,1,9,0.25,0
43,SEA,W,2,1,10,0,0,1,1,NYY,2001,15,5,2,9,0.4,0
44,SEA,L,2,6,0,0,0,0,1,NYY,2001,15,6,2,9,0.3333333333333333,0
45,BOS,W,7,3,0,0,0,0,0,NYY,2001,4,8,4,18,0.5,1
46,BOS,W,2,1,0,0,0,0,1,NYY,2001,4,9,5,18,0.5555555555555556,1
47,CLE,L,4,6,0,0,0,0,1,NYY,2001,6,1,0,9,0,1
48,CLE,W,12,5,0,0,0,0,0,NYY,2001,6,2,1,9,0.5,1
49,CLE,W,6,2,0,0,0,0,1,NYY,2001,6,3,2,9,0.6666666666666666,1
50,BOS,W,4,3,0,0,0,0,1,NYY,2001,4,10,6,18,0.6,1
51,BOS,L,0,3,0,0,0,0,1,NYY,2001,4,11,6,18,0.5454545454545454,1
52,CLE,L,4,7,6,0,0,0,0,NYY,2001,6,4,2,9,0.5,1
53,CLE,W,9,4,0,0,0,0,0,NYY,2001,6,5,3,9,0.6,1
54,CLE,L,3,4,0,0,0,0,1,NYY,2001,6,6,3,9,0.5,1
55,BOS,W,7,6,0,1,0,0,0,NYY,2001,4,12,7,18,0.5833333333333334,1
56,BAL,L,3,10,0,0,0,0,1,NYY,2001,3,8,6,19,0.75,1
57,BAL,W,7,4,0,0,0,0,0,NYY,2001,3,9,7,19,0.7777777777777778,1
58,BAL,W,4,0,0,0,0,0,1,NYY,2001,3,10,8,19,0.8,1
59,ATL,W,7,4,0,0,0,0,1,NYY,2001,2,1,1,3,1,1
60,ATL,L,6,10,0,0,0,0,1,NYY,2001,2,2,1,3,0.5,1
61,ATL,L,1,4,0,0,0,0,0,NYY,2001,2,3,1,3,0.3333333333333333,1
62,MON,L,1,2,12,0,0,1,0,NYY,2001,11,1,0,3,0,1
63,MON,W,9,3,0,0,0,0,0,NYY,2001,11,2,1,3,0.5,1
64,MON,W,9,6,0,0,0,0,1,NYY,2001,11,3,2,3,0.6666666666666666,1
65,NYM,W,5,4,0,0,0,0,1,NYY,2001,12,1,1,6,1,1
66,NYM,W,2,1,0,0,0,0,1,NYY,2001,12,2,2,6,1,1
67,NYM,L,7,8,0,0,0,0,1,NYY,2001,12,3,2,6,0.6666666666666666,1
68,DET,W,10,1,0,0,0,0,0,NYY,2001,7,1,1,9,1,1
69,DET,L,1,7,0,0,0,0,1,NYY,2001,7,2,1,9,0.5,1
70,DET,L,2,5,0,0,0,0,0,NYY,2001,7,3,1,9,0.3333333333333333,1
71,TBD,W,6,3,0,0,0,0,0,NYY,2001,16,1,1,19,1,1
72,TBD,W,2,1,0,0,0,0,1,NYY,2001,16,2,2,19,1,1
73,TBD,L,4,5,0,0,0,0,1,NYY,2001,16,3,2,19,0.6666666666666666,1
74,CLE,W,8,7,0,0,0,0,0,NYY,2001,6,7,4,9,0.5714285714285714,1
75,CLE,L,3,5,0,0,0,0,1,NYY,2001,6,8,4,9,0.5,1
76,CLE,W,15,5,0,0,0,0,0,NYY,2001,6,9,5,9,0.5555555555555556,1
77,TBD,W,7,5,0,0,0,0,1,NYY,2001,16,4,3,19,0.75,1
78,TBD,W,5,4,0,0,0,0,1,NYY,2001,16,5,4,19,0.8,1
79,TBD,W,6,1,0,0,0,0,1,NYY,2001,16,6,5,19,0.8333333333333334,1
80,TBD,W,7,1,0,0,0,0,1,NYY,2001,16,7,6,19,0.8571428571428571,1
81,BAL,W,10,6,0,0,0,0,1,NYY,2001,3,11,9,19,0.8181818181818182,1
82,BAL,W,4,3,0,0,0,0,1,NYY,2001,3,12,10,19,0.8333333333333334,1
83,BAL,W,6,3,0,0,0,0,1,NYY,2001,3,13,11,19,0.8461538461538461,1
84,NYM,W,8,3,0,0,0,0,1,NYY,2001,12,4,3,6,0.75,1
85,NYM,L,0,3,10,0,0,1,1,NYY,2001,12,5,3,6,0.6,1
86,NYM,W,4,1,0,0,0,0,0,NYY,2001,12,6,4,6,0.6666666666666666,1
87,FLA,L,3,9,0,0,0,0,1,NYY,2001,8,1,0,3,0,0
88,FLA,L,1,11,0,0,0,0,0,NYY,2001,8,2,0,3,0,0
89,FLA,W,5,4,10,0,0,1,0,NYY,2001,8,3,1,3,0.3333333333333333,0
90,PHI,L,3,9,0,0,0,0,1,NYY,2001,14,1,0,3,0,1
91,PHI,W,6,3,13,0,0,1,0,NYY,2001,14,2,1,3,0.5,1
92,PHI,W,4,1,12,0,0,1,1,NYY,2001,14,3,2,3,0.6666666666666666,1
93,DET,W,8,5,0,0,0,0,1,NYY,2001,7,4,2,9,0.5,1
94,DET,L,4,12,0,0,0,0,1,NYY,2001,7,5,2,9,0.4,1
95,DET,L,2,11,0,0,0,0,0,NYY,2001,7,6,2,9,0.3333333333333333,1
96,TOR,L,4,10,0,0,0,0,0,NYY,2001,18,7,2,19,0.2857142857142857,1
97,TOR,L,3,5,0,0,0,0,0,NYY,2001,18,8,2,19,0.25,1
98,TOR,W,7,3,0,0,0,0,0,NYY,2001,18,9,3,19,0.3333333333333333,1
99,TOR,W,7,2,0,0,0,0,1,NYY,2001,18,10,4,19,0.4,1
100,DET,W,6,5,0,0,0,0,1,NYY,2001,7,7,3,9,0.42857142857142855,1
101,DET,W,4,2,0,0,0,0,1,NYY,2001,7,8,4,9,0.5,1
102,DET,W,14,8,0,0,0,0,1,NYY,2001,7,9,5,9,0.5555555555555556,1
103,TOR,W,9,1,0,0,0,0,1,NYY,2001,18,11,5,19,0.45454545454545453,1
104,TOR,W,12,1,0,0,0,0,1,NYY,2001,18,12,6,19,0.5,1
105,TOR,W,9,3,0,0,0,0,1,NYY,2001,18,13,7,19,0.5384615384615384,1
106,TEX,L,2,6,0,0,0,0,1,NYY,2001,17,1,0,7,0,0
107,TEX,W,9,7,0,0,0,0,0,NYY,2001,17,2,1,7,0.5,0
108,TEX,L,2,12,0,0,0,0,1,NYY,2001,17,3,1,7,0.3333333333333333,0
109,ANA,W,4,2,0,0,0,0,0,NYY,2001,1,1,1,7,1,1
110,ANA,W,5,4,0,0,0,0,1,NYY,2001,1,2,2,7,1,1
111,ANA,L,3,4,0,0,0,0,1,NYY,2001,1,3,2,7,0.6666666666666666,1
112,ANA,L,1,3,0,0,0,0,0,NYY,2001,1,4,2,7,0.5,1
113,TBD,L,2,3,0,0,0,0,0,NYY,2001,16,8,6,19,0.75,1
114,TBD,W,16,1,0,0,0,0,0,NYY,2001,16,9,7,19,0.7777777777777778,1
115,TBD,W,4,3,0,0,0,0,1,NYY,2001,16,10,8,19,0.8,1
116,OAK,L,1,8,0,0,0,0,1,NYY,2001,13,7,3,9,0.42857142857142855,1
117,OAK,L,6,8,0,0,0,0,0,NYY,2001,13,8,3,9,0.375,1
118,OAK,L,2,4,0,1,0,0,0,NYY,2001,13,9,3,9,0.3333333333333333,1
119,TBD,W,5,3,0,0,0,0,0,NYY,2001,16,11,9,19,0.8181818181818182,1
120,TBD,W,10,3,0,0,0,0,1,NYY,2001,16,12,10,19,0.8333333333333334,1
121,TBD,W,12,5,0,0,0,0,1,NYY,2001,16,13,11,19,0.8461538461538461,1
122,SEA,W,4,0,0,0,0,0,1,NYY,2001,15,7,3,9,0.42857142857142855,0
123,SEA,L,6,7,0,0,0,0,1,NYY,2001,15,8,3,9,0.375,0
124,SEA,L,2,10,0,0,0,0,0,NYY,2001,15,9,3,9,0.3333333333333333,0
125,TEX,W,9,5,0,0,0,0,0,NYY,2001,17,4,2,7,0.5,0
126,TEX,L,3,13,0,0,0,0,1,NYY,2001,17,5,2,7,0.4,0
127,TEX,L,1,8,0,0,0,0,0,NYY,2001,17,6,2,7,0.3333333333333333,0
128,TEX,W,5,2,0,0,0,0,0,NYY,2001,17,7,3,7,0.42857142857142855,0
129,ANA,L,2,6,0,0,0,0,1,NYY,2001,1,5,2,7,0.4,1
130,ANA,W,7,5,0,0,0,0,0,NYY,2001,1,6,3,7,0.5,1
131,ANA,L,6,7,10,1,0,1,1,NYY,2001,1,7,3,7,0.42857142857142855,1
132,TOR,W,4,0,0,0,0,0,0,NYY,2001,18,14,8,19,0.5714285714285714,1
133,TOR,L,2,3,0,0,0,0,1,NYY,2001,18,15,8,19,0.5333333333333333,1
134,TOR,W,5,4,11,1,0,1,0,NYY,2001,18,16,9,19,0.5625,1
135,BOS,W,3,1,0,0,0,0,1,NYY,2001,4,13,8,18,0.6153846153846154,1
136,BOS,W,2,1,0,0,0,0,1,NYY,2001,4,14,9,18,0.6428571428571429,1
137,BOS,W,1,0,0,0,0,0,1,NYY,2001,4,15,10,18,0.6666666666666666,1
138,TOR,W,7,5,0,0,0,0,1,NYY,2001,18,17,10,19,0.5882352941176471,1
139,TOR,L,0,14,0,0,0,0,1,NYY,2001,18,18,10,19,0.5555555555555556,1
140,TOR,W,4,3,0,0,0,0,0,NYY,2001,18,19,11,19,0.5789473684210527,1
141,BOS,W,3,2,0,0,0,0,1,NYY,2001,4,16,11,18,0.6875,1
142,BOS,W,9,2,0,0,0,0,1,NYY,2001,4,17,12,18,0.7058823529411765,1
143,BOS,W,7,2,0,0,0,0,1,NYY,2001,4,18,13,18,0.7222222222222222,1
144,CHW,W,11,3,0,0,0,0,1,NYY,2001,5,1,1,6,1,1
145,CHW,W,6,3,0,0,0,0,1,NYY,2001,5,2,2,6,1,1
146,CHW,L,5,7,0,0,0,0,1,NYY,2001,5,3,2,6,0.6666666666666666,1
147,BAL,L,6,7,0,1,0,0,0,NYY,2001,3,14,11,19,0.7857142857142857,1
148,BAL,L,2,11,0,0,0,0,0,NYY,2001,3,15,11,19,0.7333333333333333,1
149,BAL,W,5,4,10,0,0,1,0,NYY,2001,3,16,12,19,0.75,1
150,TBD,L,0,4,0,0,0,0,1,NYY,2001,16,14,11,19,0.7857142857142857,1
151,TBD,W,5,1,0,0,0,0,0,NYY,2001,16,15,12,19,0.8,1
152,BAL,W,7,0,0,0,0,0,1,NYY,2001,3,17,13,19,0.7647058823529411,1
