gm_number,wins,losses,division_rank,gb,c_li,streak,games_back,win_per,win_streak,losing_streak,team,season
13,8,5,1,up 0.5,1.28,+,0.5,0.6153846153846154,1,0,NYY,2002
14,8,6,2,0.5,1.33,-,-0.5,0.5714285714285714,0,1,NYY,2002
15,8,7,2,1.5,1.19,--,-1.5,0.5333333333333333,0,2,NYY,2002
16,9,7,2,1.5,1.20,+,-1.5,0.5625,1,0,NYY,2002
17,10,7,2,1.0,1.18,++,-1,0.5882352941176471,2,0,NYY,2002
18,11,7,2,1.0,1.29,+++,-1,0.6111111111111112,3,0,NYY,2002
19,11,8,2,1.5,1.26,-,-1.5,0.5789473684210527,0,1,NYY,2002
20,12,8,2,2.0,1.26,+,-2,0.6,1,0,NYY,2002
21,13,8,2,1.0,1.24,++,-1,0.6190476190476191,2,0,NYY,2002
22,14,8,1,Tied,1.24,+++,0,0.6363636363636364,3,0,NYY,2002
23,14,9,2,1.0,1.24,-,-1,0.6086956521739131,0,1,NYY,2002
24,15,9,2,1.0,1.26,+,-1,0.625,1,0,NYY,2002
25,15,10,2,2.0,1.26,-,-2,0.6,0,1,NYY,2002
26,16,10,2,1.5,1.25,+,-1.5,0.6153846153846154,1,0,NYY,2002
27,17,10,2,1.0,1.31,++,-1,0.6296296296296297,2,0,NYY,2002
28,17,11,2,2.0,1.34,-,-2,0.6071428571428571,0,1,NYY,2002
29,18,11,2,1.5,1.32,+,-1.5,0.6206896551724138,1,0,NYY,2002
30,18,12,2,2.5,1.34,-,-2.5,0.6,0,1,NYY,2002
31,18,13,2,3.5,1.30,--,-3.5,0.5806451612903226,0,2,NYY,2002
32,18,14,2,4.5,1.23,---,-4.5,0.5625,0,3,NYY,2002
33,19,14,2,5.0,1.21,+,-5,0.5757575757575758,1,0,NYY,2002
34,20,14,2,5.0,1.20,++,-5,0.5882352941176471,2,0,NYY,2002
35,21,14,2,5.0,1.24,+++,-5,0.6,3,0,NYY,2002
36,22,14,2,4.0,1.38,++++,-4,0.6111111111111112,4,0,NYY,2002
37,23,14,2,3.0,1.40,+++++,-3,0.6216216216216216,5,0,NYY,2002
38,24,14,2,3.0,1.35,++++++,-3,0.631578947368421,6,0,NYY,2002
39,25,14,2,3.0,1.37,+++++++,-3,0.6410256410256411,7,0,NYY,2002
40,25,15,2,4.0,1.36,-,-4,0.625,0,1,NYY,2002
41,26,15,2,3.0,1.36,+,-3,0.6341463414634146,1,0,NYY,2002
42,27,15,2,2.0,1.42,++,-2,0.6428571428571429,2,0,NYY,2002
43,28,15,2,2.0,1.37,+++,-2,0.6511627906976745,3,0,NYY,2002
44,29,15,2,2.0,1.33,++++,-2,0.6590909090909091,4,0,NYY,2002
45,30,15,2,2.0,1.31,+++++,-2,0.6666666666666666,5,0,NYY,2002
46,31,15,2,1.0,1.25,++++++,-1,0.6739130434782609,6,0,NYY,2002
47,31,16,2,1.0,1.20,-,-1,0.6595744680851063,0,1,NYY,2002
48,31,17,2,2.0,1.46,--,-2,0.6458333333333334,0,2,NYY,2002
49,31,18,2,3.0,1.50,---,-3,0.6326530612244898,0,3,NYY,2002
50,32,18,2,2.0,1.60,+,-2,0.64,1,0,NYY,2002
51,33,18,2,1.0,1.50,++,-1,0.6470588235294118,2,0,NYY,2002
52,34,18,2,1.0,1.27,+++,-1,0.6538461538461539,3,0,NYY,2002
53,35,18,2,1.0,1.24,++++,-1,0.660377358490566,4,0,NYY,2002
54,36,18,2,1.0,1.17,+++++,-1,0.6666666666666666,5,0,NYY,2002
55,36,19,2,2.0,1.23,-,-2,0.6545454545454545,0,1,NYY,2002
56,37,19,2,1.0,1.32,+,-1,0.6607142857142857,1,0,NYY,2002
57,37,20,2,2.0,1.25,-,-2,0.6491228070175439,0,1,NYY,2002
58,37,21,2,2.0,1.30,--,-2,0.6379310344827587,0,2,NYY,2002
59,38,21,2,2.0,1.41,+,-2,0.6440677966101694,1,0,NYY,2002
60,38,22,2,3.0,1.34,-,-3,0.6333333333333333,0,1,NYY,2002
61,39,22,2,2.5,1.30,+,-2.5,0.639344262295082,1,0,NYY,2002
62,39,23,2,2.5,1.22,-,-2.5,0.6290322580645161,0,1,NYY,2002
63,40,23,2,1.5,1.26,+,-1.5,0.6349206349206349,1,0,NYY,2002
64,41,23,2,1.5,1.24,++,-1.5,0.640625,2,0,NYY,2002
65,42,23,2,0.5,1.19,+++,-0.5,0.6461538461538462,3,0,NYY,2002
66,42,24,2,1.5,1.18,-,-1.5,0.6363636363636364,0,1,NYY,2002
67,43,24,2,0.5,1.23,+,-0.5,0.6417910447761194,1,0,NYY,2002
68,43,25,2,0.5,1.18,-,-0.5,0.6323529411764706,0,1,NYY,2002
69,43,26,2,1.5,1.20,--,-1.5,0.6231884057971014,0,2,NYY,2002
70,44,26,2,1.5,1.27,+,-1.5,0.6285714285714286,1,0,NYY,2002
71,45,26,2,0.5,1.24,++,-0.5,0.6338028169014085,2,0,NYY,2002
72,45,27,2,1.5,1.18,-,-1.5,0.625,0,1,NYY,2002
73,45,28,2,1.5,1.26,--,-1.5,0.6164383561643836,0,2,NYY,2002
74,46,28,2,0.5,1.35,+,-0.5,0.6216216216216216,1,0,NYY,2002
75,47,28,1,up 0.5,1.31,++,0.5,0.6266666666666667,2,0,NYY,2002
76,47,29,1,up 0.5,1.35,-,0.5,0.618421052631579,0,1,NYY,2002
77,47,30,2,0.5,1.41,--,-0.5,0.6103896103896104,0,2,NYY,2002
78,48,30,1,Tied,1.51,+,0,0.6153846153846154,1,0,NYY,2002
79,49,30,1,up 1.0,1.30,++,1,0.620253164556962,2,0,NYY,2002
80,49,31,1,up 1.0,1.25,-,1,0.6125,0,1,NYY,2002
81,50,31,1,up 2.0,1.32,+,2,0.6172839506172839,1,0,NYY,2002
82,51,31,1,up 1.0,1.29,++,1,0.6219512195121951,2,0,NYY,2002
83,52,31,1,up 1.0,1.22,+++,1,0.6265060240963856,3,0,NYY,2002
84,53,31,1,up 1.0,1.17,++++,1,0.6309523809523809,4,0,NYY,2002
85,54,31,1,up 2.0,1.13,+++++,2,0.6352941176470588,5,0,NYY,2002
86,54,32,1,up 1.0,1.09,-,1,0.627906976744186,0,1,NYY,2002
87,55,32,1,up 2.0,1.13,+,2,0.632183908045977,1,0,NYY,2002
88,56,32,1,up 2.0,1.12,++,2,0.6363636363636364,2,0,NYY,2002
89,56,33,1,up 2.0,1.08,-,2,0.6292134831460674,0,1,NYY,2002
90,57,33,1,up 3.0,1.15,+,3,0.6333333333333333,1,0,NYY,2002
91,57,34,1,up 3.0,1.07,-,3,0.6263736263736264,0,1,NYY,2002
92,57,35,1,up 3.0,1.06,--,3,0.6195652173913043,0,2,NYY,2002
93,58,35,1,up 3.0,1.10,+,3,0.6236559139784946,1,0,NYY,2002
94,59,35,1,up 3.0,1.09,++,3,0.6276595744680851,2,0,NYY,2002
95,60,35,1,up 3.0,1.06,+++,3,0.631578947368421,3,0,NYY,2002
96,60,36,1,up 2.0,1.46,-,2,0.625,0,1,NYY,2002
97,61,36,1,up 3.0,1.70,+,3,0.6288659793814433,1,0,NYY,2002
98,62,36,1,up 4.0,1.57,++,4,0.6326530612244898,2,0,NYY,2002
99,62,37,1,up 3.5,.95,-,3.5,0.6262626262626263,0,1,NYY,2002
100,63,37,1,up 4.5,1.05,+,4.5,0.63,1,0,NYY,2002
101,64,37,1,up 5.0,.91,++,5,0.6336633663366337,2,0,NYY,2002
102,64,38,1,up 4.0,.69,-,4,0.6274509803921569,0,1,NYY,2002
103,65,38,1,up 4.0,.85,+,4,0.6310679611650486,1,0,NYY,2002
104,66,38,1,up 5.0,.83,++,5,0.6346153846153846,2,0,NYY,2002
105,67,38,1,up 5.0,.66,+++,5,0.638095238095238,3,0,NYY,2002
106,67,39,1,up 4.0,.59,-,4,0.6320754716981132,0,1,NYY,2002
107,67,40,1,up 4.0,.93,--,4,0.6261682242990654,0,2,NYY,2002
108,68,40,1,up 4.0,1.08,+,4,0.6296296296296297,1,0,NYY,2002
109,68,41,1,up 4.0,.97,-,4,0.6238532110091743,0,1,NYY,2002
110,69,41,1,up 4.0,1.06,+,4,0.6272727272727273,1,0,NYY,2002
111,69,42,1,up 4.0,.83,-,4,0.6216216216216216,0,1,NYY,2002
112,70,42,1,up 5.0,.89,+,5,0.625,1,0,NYY,2002
113,71,42,1,up 5.0,.76,++,5,0.6283185840707964,2,0,NYY,2002
114,71,43,1,up 5.0,.80,-,5,0.6228070175438597,0,1,NYY,2002
115,71,44,1,up 4.0,.87,--,4,0.6173913043478261,0,2,NYY,2002
116,72,44,1,up 4.0,1.20,+,4,0.6206896551724138,1,0,NYY,2002
117,73,44,1,up 5.0,.89,++,5,0.6239316239316239,2,0,NYY,2002
118,74,44,1,up 5.0,.76,+++,5,0.6271186440677966,3,0,NYY,2002
119,75,44,1,up 6.0,.70,++++,6,0.6302521008403361,4,0,NYY,2002
120,76,44,1,up 7.0,.62,+++++,7,0.6333333333333333,5,0,NYY,2002
121,77,44,1,up 7.0,.45,++++++,7,0.6363636363636364,6,0,NYY,2002
122,77,45,1,up 7.0,.39,-,7,0.6311475409836066,0,1,NYY,2002
123,78,45,1,up 8.0,.46,+,8,0.6341463414634146,1,0,NYY,2002
124,78,46,1,up 7.0,.28,-,7,0.6290322580645161,0,1,NYY,2002
125,79,46,1,up 7.0,.48,+,7,0.632,1,0,NYY,2002
126,79,47,1,up 6.0,.38,-,6,0.626984126984127,0,1,NYY,2002
127,80,47,1,up 7.0,.55,+,7,0.6299212598425197,1,0,NYY,2002
128,80,48,1,up 7.0,.40,-,7,0.625,0,1,NYY,2002
129,81,48,1,up 7.0,.46,+,7,0.627906976744186,1,0,NYY,2002
130,82,48,1,up 8.0,.63,++,8,0.6307692307692307,2,0,NYY,2002
131,83,48,1,up 9.0,.35,+++,9,0.6335877862595419,3,0,NYY,2002
132,83,49,1,up 8.5,.11,-,8.5,0.6287878787878788,0,1,NYY,2002
133,84,49,1,up 8.5,.16,+,8.5,0.631578947368421,1,0,NYY,2002
134,84,50,1,up 8.5,.12,-,8.5,0.6268656716417911,0,1,NYY,2002
135,84,51,1,up 7.5,.12,--,7.5,0.6222222222222222,0,2,NYY,2002
136,84,52,1,up 6.5,.43,---,6.5,0.6176470588235294,0,3,NYY,2002
137,85,52,1,up 7.5,.69,+,7.5,0.6204379562043796,1,0,NYY,2002
138,86,52,1,up 8.5,.38,++,8.5,0.6231884057971014,2,0,NYY,2002
139,87,52,1,up 9.5,.09,+++,9.5,0.6258992805755396,3,0,NYY,2002
140,88,52,1,up 9.5,.04,++++,9.5,0.6285714285714286,4,0,NYY,2002
141,88,53,1,up 8.5,.03,-,8.5,0.624113475177305,0,1,NYY,2002
142,89,53,1,up 9.5,.07,+,9.5,0.6267605633802817,1,0,NYY,2002
143,90,53,1,up 9.5,.02,++,9.5,0.6293706293706294,2,0,NYY,2002
144,91,53,1,up 9.5,.01,+++,9.5,0.6319444444444444,3,0,NYY,2002
145,92,53,1,up 9.5,.02,++++,9.5,0.6344827586206897,4,0,NYY,2002
146,93,53,1,up 9.5,.01,+++++,9.5,0.636986301369863,5,0,NYY,2002
147,93,54,1,up 9.5,.01,-,9.5,0.6326530612244898,0,1,NYY,2002
148,93,55,1,up 8.5,.01,--,8.5,0.6283783783783784,0,2,NYY,2002
149,94,55,1,up 9.5,.02,+,9.5,0.6308724832214765,1,0,NYY,2002
150,94,56,1,up 8.5,.00,-,8.5,0.6266666666666667,0,1,NYY,2002
151,95,56,1,up 9.5,.00,+,9.5,0.6291390728476821,1,0,NYY,2002
152,95,57,1,up 9.0,.00,-,9,0.625,0,1,NYY,2002
153,96,57,1,up 9.0,.00,+,9,0.6274509803921569,1,0,NYY,2002
154,97,57,1,up 9.0,.00,++,9,0.6298701298701299,2,0,NYY,2002
155,98,57,1,up 9.0,.00,+++,9,0.632258064516129,3,0,NYY,2002
156,98,58,1,up 8.0,.00,-,8,0.6282051282051282,0,1,NYY,2002
157,99,58,1,up 8.0,.00,+,8,0.6305732484076433,1,0,NYY,2002
158,100,58,1,up 9.0,.00,++,9,0.6329113924050633,2,0,NYY,2002
159,101,58,1,up 9.5,.00,+++,9.5,0.6352201257861635,3,0,NYY,2002
160,102,58,1,up10.5,.00,++++,10.5,0.6375,4,0,NYY,2002
161,103,58,1,up10.5,.00,+++++,10.5,0.639751552795031,5,0,NYY,2002
1,1,0,1,Tied,1.10,+,0,1,1,0,NYY,2003
2,2,0,1,up 0.5,1.14,++,0.5,1,2,0,NYY,2003
3,3,0,1,up 1.0,1.19,+++,1,1,3,0,NYY,2003
4,4,0,1,up 0.5,1.24,++++,0.5,1,4,0,NYY,2003
5,4,1,1,up 0.5,1.28,-,0.5,0.8,0,1,NYY,2003
6,5,1,1,up 0.5,1.19,+,0.5,0.8333333333333334,1,0,NYY,2003
7,6,1,1,up 1.5,1.16,++,1.5,0.8571428571428571,2,0,NYY,2003
8,7,1,1,up 2.0,1.18,+++,2,0.875,3,0,NYY,2003
9,8,1,1,up 2.5,1.18,++++,2.5,0.8888888888888888,4,0,NYY,2003
10,9,1,1,up 3.5,1.32,+++++,3.5,0.9,5,0,NYY,2003
11,9,2,1,up 2.5,1.28,-,2.5,0.8181818181818182,0,1,NYY,2003
12,10,2,1,up 3.0,1.36,+,3,0.8333333333333334,1,0,NYY,2003
13,11,2,1,up 3.0,1.34,++,3,0.8461538461538461,2,0,NYY,2003
14,11,3,1,up 2.0,1.33,-,2,0.7857142857142857,0,1,NYY,2003
15,12,3,1,up 2.0,1.33,+,2,0.8,1,0,NYY,2003
16,13,3,1,up 2.0,1.26,++,2,0.8125,2,0,NYY,2003
17,14,3,1,up 2.0,1.27,+++,2,0.8235294117647058,3,0,NYY,2003
18,15,3,1,up 2.0,1.24,++++,2,0.8333333333333334,4,0,NYY,2003
19,16,3,1,up 3.0,1.21,+++++,3,0.8421052631578947,5,0,NYY,2003
20,17,3,1,up 3.0,1.14,++++++,3,0.85,6,0,NYY,2003
21,18,3,1,up 4.0,1.15,+++++++,4,0.8571428571428571,7,0,NYY,2003
22,18,4,1,up 4.0,1.07,-,4,0.8181818181818182,0,1,NYY,2003
23,19,4,1,up 4.0,1.11,+,4,0.8260869565217391,1,0,NYY,2003
24,20,4,1,up 5.0,1.05,++,5,0.8333333333333334,2,0,NYY,2003
25,20,5,1,up 4.0,1.05,-,4,0.8,0,1,NYY,2003
26,20,6,1,up 3.0,1.14,--,3,0.7692307692307693,0,2,NYY,2003
27,21,6,1,up 3.0,1.21,+,3,0.7777777777777778,1,0,NYY,2003
28,22,6,1,up 3.0,1.18,++,3,0.7857142857142857,2,0,NYY,2003
29,23,6,1,up 4.0,1.14,+++,4,0.7931034482758621,3,0,NYY,2003
30,23,7,1,up 3.0,1.07,-,3,0.7666666666666667,0,1,NYY,2003
31,23,8,1,up 3.0,1.16,--,3,0.7419354838709677,0,2,NYY,2003
32,23,9,1,up 2.5,1.16,---,2.5,0.71875,0,3,NYY,2003
33,24,9,1,up 2.5,1.29,+,2.5,0.7272727272727273,1,0,NYY,2003
34,25,9,1,up 3.0,1.17,++,3,0.7352941176470589,2,0,NYY,2003
35,25,10,1,up 3.0,1.14,-,3,0.7142857142857143,0,1,NYY,2003
36,26,10,1,up 3.0,1.23,+,3,0.7222222222222222,1,0,NYY,2003
37,26,11,1,up 3.0,1.11,-,3,0.7027027027027027,0,1,NYY,2003
38,26,12,1,up 2.0,1.17,--,2,0.6842105263157895,0,2,NYY,2003
39,26,13,1,up 1.0,1.28,---,1,0.6666666666666666,0,3,NYY,2003
40,27,13,1,up 1.0,1.28,+,1,0.675,1,0,NYY,2003
41,27,14,1,up 1.0,1.26,-,1,0.6585365853658537,0,1,NYY,2003
42,27,15,1,up 1.0,1.28,--,1,0.6428571428571429,0,2,NYY,2003
43,27,16,1,Tied,1.31,---,0,0.627906976744186,0,3,NYY,2003
44,28,16,1,up 1.0,1.58,+,1,0.6363636363636364,1,0,NYY,2003
45,28,17,1,Tied,1.59,-,0,0.6222222222222222,0,1,NYY,2003
46,29,17,1,up 1.0,1.63,+,1,0.6304347826086957,1,0,NYY,2003
47,29,18,1,up 0.5,1.43,-,0.5,0.6170212765957447,0,1,NYY,2003
48,29,19,2,0.5,1.56,--,-0.5,0.6041666666666666,0,2,NYY,2003
49,29,20,2,1.5,1.58,---,-1.5,0.5918367346938775,0,3,NYY,2003
50,29,21,2,1.5,1.62,----,-1.5,0.58,0,4,NYY,2003
51,29,22,2,2.5,1.61,-----,-2.5,0.5686274509803921,0,5,NYY,2003
52,30,22,2,1.5,1.60,+,-1.5,0.5769230769230769,1,0,NYY,2003
53,31,22,2,0.5,1.65,++,-0.5,0.5849056603773585,2,0,NYY,2003
54,32,22,1,up 0.5,1.37,+++,0.5,0.5925925925925926,3,0,NYY,2003
55,32,23,1,up 0.5,1.37,-,0.5,0.5818181818181818,0,1,NYY,2003
56,33,23,1,up 1.5,1.33,+,1.5,0.5892857142857143,1,0,NYY,2003
57,33,24,1,up 1.0,1.34,-,1,0.5789473684210527,0,1,NYY,2003
58,33,25,2,0.5,1.34,--,-0.5,0.5689655172413793,0,2,NYY,2003
59,34,25,1,up 0.5,1.40,+,0.5,0.576271186440678,1,0,NYY,2003
60,35,25,1,up 1.5,1.35,++,1.5,0.5833333333333334,2,0,NYY,2003
61,35,26,1,up 0.5,1.38,-,0.5,0.5737704918032787,0,1,NYY,2003
62,35,27,2,0.5,1.41,--,-0.5,0.5645161290322581,0,2,NYY,2003
63,36,27,1,up 0.5,1.41,+,0.5,0.5714285714285714,1,0,NYY,2003
64,36,28,2,0.5,1.44,-,-0.5,0.5625,0,1,NYY,2003
65,37,28,1,up 0.5,1.41,+,0.5,0.5692307692307692,1,0,NYY,2003
66,38,28,1,up 0.5,1.40,++,0.5,0.5757575757575758,2,0,NYY,2003
67,39,28,1,up 0.5,1.46,+++,0.5,0.582089552238806,3,0,NYY,2003
68,40,28,1,up 0.5,1.41,++++,0.5,0.5882352941176471,4,0,NYY,2003
69,40,29,1,up 0.5,1.43,-,0.5,0.5797101449275363,0,1,NYY,2003
70,41,29,1,up 0.5,1.48,+,0.5,0.5857142857142857,1,0,NYY,2003
71,42,29,1,up 1.5,1.45,++,1.5,0.5915492957746479,2,0,NYY,2003
72,43,29,1,up 1.5,1.40,+++,1.5,0.5972222222222222,3,0,NYY,2003
73,44,29,1,up 2.0,1.44,++++,2,0.6027397260273972,4,0,NYY,2003
74,44,30,1,up 1.0,1.43,-,1,0.5945945945945946,0,1,NYY,2003
75,45,30,1,up 2.0,1.48,+,2,0.6,1,0,NYY,2003
76,46,30,1,up 2.0,1.44,++,2,0.6052631578947368,2,0,NYY,2003
77,47,30,1,up 2.0,1.37,+++,2,0.6103896103896104,3,0,NYY,2003
78,48,30,1,up 2.0,1.40,++++,2,0.6153846153846154,4,0,NYY,2003
79,49,30,1,up 3.5,1.36,+++++,3.5,0.620253164556962,5,0,NYY,2003
80,50,30,1,up 3.5,1.30,++++++,3.5,0.625,6,0,NYY,2003
81,51,30,1,up 3.5,1.19,+++++++,3.5,0.6296296296296297,7,0,NYY,2003
82,52,30,1,up 4.0,1.14,++++++++,4,0.6341463414634146,8,0,NYY,2003
83,52,31,1,up 4.0,1.03,-,4,0.6265060240963856,0,1,NYY,2003
84,52,32,1,up 3.0,1.40,--,3,0.6190476190476191,0,2,NYY,2003
85,52,33,1,up 2.0,1.41,---,2,0.611764705882353,0,3,NYY,2003
86,53,33,1,up 3.0,1.50,+,3,0.6162790697674418,1,0,NYY,2003
87,54,33,1,up 4.0,1.49,++,4,0.6206896551724138,2,0,NYY,2003
88,54,34,1,up 3.0,1.01,-,3,0.6136363636363636,0,1,NYY,2003
89,55,34,1,up 3.0,1.10,+,3,0.6179775280898876,1,0,NYY,2003
90,55,35,1,up 2.0,.99,-,2,0.6111111111111112,0,1,NYY,2003
91,56,35,1,up 2.0,1.36,+,2,0.6153846153846154,1,0,NYY,2003
92,56,36,1,up 1.0,1.21,-,1,0.6086956521739131,0,1,NYY,2003
93,57,36,1,up 2.0,1.41,+,2,0.6129032258064516,1,0,NYY,2003
94,58,36,1,up 3.0,1.16,++,3,0.6170212765957447,2,0,NYY,2003
95,59,36,1,up 4.0,1.03,+++,4,0.6210526315789474,3,0,NYY,2003
96,60,36,1,up 4.0,.90,++++,4,0.625,4,0,NYY,2003
97,61,36,1,up 4.0,.73,+++++,4,0.6288659793814433,5,0,NYY,2003
98,61,37,1,up 3.0,.73,-,3,0.6224489795918368,0,1,NYY,2003
99,62,37,1,up 2.5,.89,+,2.5,0.6262626262626263,1,0,NYY,2003
100,62,38,1,up 2.5,.78,-,2.5,0.62,0,1,NYY,2003
101,63,38,1,up 3.5,1.02,+,3.5,0.6237623762376238,1,0,NYY,2003
102,63,39,1,up 2.5,.90,-,2.5,0.6176470588235294,0,1,NYY,2003
103,63,40,1,up 1.5,1.11,--,1.5,0.6116504854368932,0,2,NYY,2003
104,64,40,1,up 1.5,1.05,+,1.5,0.6153846153846154,1,0,NYY,2003
105,65,40,1,up 2.5,.93,++,2.5,0.6190476190476191,2,0,NYY,2003
106,66,40,1,up 3.5,.76,+++,3.5,0.6226415094339622,3,0,NYY,2003
107,66,41,1,up 3.5,.90,-,3.5,0.616822429906542,0,1,NYY,2003
108,67,41,1,up 4.5,.96,+,4.5,0.6203703703703703,1,0,NYY,2003
109,67,42,1,up 3.5,.78,-,3.5,0.6146788990825688,0,1,NYY,2003
110,68,42,1,up 3.5,.75,+,3.5,0.6181818181818182,1,0,NYY,2003
111,68,43,1,up 2.5,.77,-,2.5,0.6126126126126126,0,1,NYY,2003
112,69,43,1,up 2.5,.95,+,2.5,0.6160714285714286,1,0,NYY,2003
113,70,43,1,up 4.0,.94,++,4,0.6194690265486725,2,0,NYY,2003
114,70,44,1,up 3.0,.66,-,3,0.6140350877192983,0,1,NYY,2003
115,70,45,1,up 3.0,.92,--,3,0.6086956521739131,0,2,NYY,2003
116,70,46,1,up 3.0,.81,---,3,0.603448275862069,0,3,NYY,2003
117,71,46,1,up 4.0,.94,+,4,0.6068376068376068,1,0,NYY,2003
118,71,47,1,up 3.0,.78,-,3,0.6016949152542372,0,1,NYY,2003
119,72,47,1,up 3.0,.95,+,3,0.6050420168067226,1,0,NYY,2003
120,73,47,1,up 4.0,.78,++,4,0.6083333333333333,2,0,NYY,2003
121,74,47,1,up 4.0,.56,+++,4,0.6115702479338843,3,0,NYY,2003
122,75,47,1,up 5.0,.47,++++,5,0.6147540983606558,4,0,NYY,2003
123,76,47,1,up 5.5,.41,+++++,5.5,0.6178861788617886,5,0,NYY,2003
124,77,47,1,up 6.5,.34,++++++,6.5,0.6209677419354839,6,0,NYY,2003
125,78,47,1,up 7.5,.27,+++++++,7.5,0.624,7,0,NYY,2003
126,78,48,1,up 6.0,.19,-,6,0.6190476190476191,0,1,NYY,2003
127,78,49,1,up 5.0,.23,--,5,0.6141732283464567,0,2,NYY,2003
128,79,49,1,up 5.0,.38,+,5,0.6171875,1,0,NYY,2003
129,80,49,1,up 5.0,.35,++,5,0.6201550387596899,2,0,NYY,2003
130,80,50,1,up 5.0,.28,-,5,0.6153846153846154,0,1,NYY,2003
131,80,51,1,up 4.0,.39,--,4,0.6106870229007634,0,2,NYY,2003
132,81,51,1,up 4.5,.55,+,4.5,0.6136363636363636,1,0,NYY,2003
133,81,52,1,up 3.5,.45,-,3.5,0.6090225563909775,0,1,NYY,2003
134,82,52,1,up 4.5,.76,+,4.5,0.6119402985074627,1,0,NYY,2003
135,83,52,1,up 5.5,.62,++,5.5,0.6148148148148148,2,0,NYY,2003
136,83,53,1,up 4.5,.34,-,4.5,0.6102941176470589,0,1,NYY,2003
137,83,54,1,up 3.0,.64,--,3,0.6058394160583942,0,2,NYY,2003
138,84,54,1,up 3.5,.77,+,3.5,0.6086956521739131,1,0,NYY,2003
139,84,55,1,up 2.5,.66,-,2.5,0.60431654676259,0,1,NYY,2003
140,84,56,1,up 1.5,1.15,--,1.5,0.6,0,2,NYY,2003
141,85,56,1,up 2.5,1.30,+,2.5,0.6028368794326241,1,0,NYY,2003
142,86,56,1,up 3.5,.58,++,3.5,0.6056338028169014,2,0,NYY,2003
143,87,56,1,up 3.5,.38,+++,3.5,0.6083916083916084,3,0,NYY,2003
144,88,56,1,up 3.5,.23,++++,3.5,0.6111111111111112,4,0,NYY,2003
145,89,56,1,up 4.0,.21,+++++,4,0.6137931034482759,5,0,NYY,2003
146,90,56,1,up 4.0,.15,++++++,4,0.6164383561643836,6,0,NYY,2003
147,91,56,1,up 5.5,.14,+++++++,5.5,0.6190476190476191,7,0,NYY,2003
148,92,56,1,up 5.5,.08,++++++++,5.5,0.6216216216216216,8,0,NYY,2003
149,92,57,1,up 5.5,.05,-,5.5,0.6174496644295302,0,1,NYY,2003
150,93,57,1,up 5.5,.04,+,5.5,0.62,1,0,NYY,2003
151,94,57,1,up 5.5,.01,++,5.5,0.6225165562913907,2,0,NYY,2003
152,94,58,1,up 5.5,.00,-,5.5,0.618421052631579,0,1,NYY,2003
153,94,58,1,up 5.0,.01,-,5,0.618421052631579,0,1,NYY,2003
154,95,58,1,up 5.0,.00,+,5,0.6209150326797386,1,0,NYY,2003
155,96,58,1,up 6.0,.00,++,6,0.6233766233766234,2,0,NYY,2003
156,97,58,1,up 6.0,.00,+++,6,0.6258064516129033,3,0,NYY,2003
157,97,59,1,up 5.0,.00,-,5,0.6217948717948718,0,1,NYY,2003
158,98,59,1,up 5.0,.00,+,5,0.6242038216560509,1,0,NYY,2003
159,98,60,1,up 5.0,.00,-,5,0.620253164556962,0,1,NYY,2003
160,99,60,1,up 4.0,.00,+,4,0.6226415094339622,1,0,NYY,2003
161,99,61,1,up 4.0,.00,-,4,0.61875,0,1,NYY,2003
162,100,61,1,up 5.0,.00,+,5,0.6211180124223602,1,0,NYY,2003
163,101,61,1,up 6.0,.00,++,6,0.6234567901234568,2,0,NYY,2003
1,0,1,5,1.0,1.09,-,-1,0,0,1,NYY,2004
2,1,1,1,Tied,1.05,+,0,0.5,1,0,NYY,2004
3,1,2,4,1.0,1.12,-,-1,0.3333333333333333,0,1,NYY,2004
4,2,2,2,0.5,1.08,+,-0.5,0.5,1,0,NYY,2004
5,3,2,1,up 0.5,1.02,++,0.5,0.6,2,0,NYY,2004
6,3,3,2,0.5,1.08,-,-0.5,0.5,0,1,NYY,2004
7,3,4,4,0.5,1.00,--,-0.5,0.42857142857142855,0,2,NYY,2004
8,4,4,3,0.5,.98,+,-0.5,0.5,1,0,NYY,2004
9,5,4,1,Tied,1.14,++,0,0.5555555555555556,2,0,NYY,2004
10,5,5,4,0.5,1.21,-,-0.5,0.5,0,1,NYY,2004
11,5,6,4,1.5,1.15,--,-1.5,0.45454545454545453,0,2,NYY,2004
12,6,6,3,1.5,1.13,+,-1.5,0.5,1,0,NYY,2004
13,6,7,3,2.0,1.15,-,-2,0.46153846153846156,0,1,NYY,2004
14,7,7,3,2.0,1.02,+,-2,0.5,1,0,NYY,2004
15,8,7,3,1.5,1.04,++,-1.5,0.5333333333333333,2,0,NYY,2004
16,8,8,3,2.0,1.10,-,-2,0.5,0,1,NYY,2004
17,8,9,3,3.0,1.20,--,-3,0.47058823529411764,0,2,NYY,2004
18,8,10,3,3.5,1.14,---,-3.5,0.4444444444444444,0,3,NYY,2004
19,8,11,3,4.5,1.06,----,-4.5,0.42105263157894735,0,4,NYY,2004
20,9,11,3,4.0,.85,+,-4,0.45,1,0,NYY,2004
21,10,11,3,4.0,.90,++,-4,0.47619047619047616,2,0,NYY,2004
22,11,11,3,4.5,.92,+++,-4.5,0.5,3,0,NYY,2004
23,12,11,3,4.0,.97,++++,-4,0.5217391304347826,4,0,NYY,2004
